,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
129,2016-05-09,15.1,24.1,6.7,,12.5,,,3.1,9.3,1010.6,53,1016.2
130,2016-05-10,11.5,13.3,10.3,27.0,0.0,,,1.6,12.7,1007.4,93,1013.1
131,2016-05-11,11.4,13.8,10.3,16.0,0.0,,,2.4,13.0,995.3,96,1000.9
132,2016-05-12,16.4,23.4,10.1,,12.4,,,2.6,10.7,1005.2,60,1010.8
133,2016-05-13,19.6,28.8,10.0,,11.5,,,2.6,11.5,1011.6,54,1017.1
134,2016-05-14,12.9,18.4,7.0,,10.9,,,2.9,9.3,1020.9,63,1026.6
135,2016-05-15,10.6,18.2,4.7,,12.5,,,2.3,9.5,1018.1,74,1023.9
136,2016-05-16,16.2,22.5,5.9,,12.0,,,4.7,12.5,1007.2,68,1012.8
137,2016-05-17,12.6,18.5,10.3,17.5,0.6,,,1.8,13.8,1008.1,95,1013.7
138,2016-05-18,14.0,19.4,7.9,,12.7,,,1.6,12.1,1012.8,78,1018.4
139,2016-05-19,13.9,19.0,9.5,,12.0,,,1.8,11.4,1017.8,73,1023.5
140,2016-05-20,13.1,18.7,8.6,,11.6,,,2.2,11.2,1016.6,75,1022.3
141,2016-05-21,13.2,18.4,9.7,,1.0,,,1.5,12.9,1013.9,85,1019.6
142,2016-05-22,15.6,21.6,11.4,,12.5,,,1.8,15.4,1011.6,88,1017.2
143,2016-05-23,17.4,21.2,14.0,,12.3,,,2.6,12.9,1008.3,66,1013.8
144,2016-05-24,15.9,19.4,14.3,,7.2,,,2.6,14.0,1009.0,78,1014.6
145,2016-05-25,18.7,22.0,15.7,0.0,0.0,,,1.4,17.9,1005.7,83,1011.2
146,2016-05-26,22.4,27.8,16.2,,5.7,,,1.9,19.0,1003.3,71,1008.7
147,2016-05-27,16.5,23.7,13.9,19.0,3.6,,,2.1,16.7,1002.4,89,1007.9
148,2016-05-28,17.5,25.3,11.0,,12.6,,,1.6,14.6,1001.5,73,1007.0
149,2016-05-29,14.8,17.6,11.1,,9.7,,,2.3,13.2,1003.4,78,1008.9
150,2016-05-30,18.0,24.0,13.2,,5.6,,,2.2,16.4,1002.4,80,1007.9
151,2016-05-31,17.5,23.9,12.9,4.0,3.2,,,2.7,15.6,997.7,79,1003.2
152,2016-06-01,15.1,20.2,10.6,0.0,5.6,,,2.4,10.6,992.0,63,997.5
153,2016-06-02,12.2,16.5,7.3,0.0,1.0,,,2.4,10.4,997.5,73,1003.1
154,2016-06-03,14.6,22.3,6.5,,7.4,,,1.8,10.5,1005.3,64,1010.9
155,2016-06-04,19.3,27.2,10.8,0.0,7.6,,,2.5,11.4,1003.6,53,1009.1
156,2016-06-05,13.8,20.2,10.6,,0.0,,,2.7,12.9,1006.8,82,1012.4
157,2016-06-06,14.9,20.1,9.4,,11.7,,,2.1,12.2,1011.8,73,1017.4
158,2016-06-07,18.5,26.2,12.2,,11.4,,,2.5,14.6,1008.9,69,1014.4
